12,88,87,25,91,91,59,12,81,57,74,25,42,53,58,93,22,74,89,36,89,17,10,10,63,48,50,59,36,89,48,46,90,30,93,1,24,10,51,91,19,38,93,25,73,98,34,21,83,55,88,6,2,51,57,71,19,18,40,78,46,6,82,56,64,39,45,86,95,3,16,87,45,52,46,56,93,55,71,60,53,16,2,32,26,16,81,33,69,10,32,66,55,63,14,80,96,85,77,51
94,7,1,6,93,68,17,17,54,6,8,54,12,49,62,79,52,40,86,45,61,86,44,84,22,22,9,29,54,96,15,48,72,4,57,37,8,58,96,53,79,74,92,99,43,93,50,80,94,83,48,55,15,2,85,48,53,60,33,66,32,54,6,94,58,19,81,28,93,1,59,11,71,40,51,58,59,27,55,24,0,96,61,76,18,37,50,87,6,23,72,38,62,21,86,34,47,44,66,55
66,98,42,82,68,37,67,31,75,31,34,57,64,89,96,34,56,50,96,38,98,84,23,21,72,27,44,8,21,34,52,22,31,99,77,49,92,76,78,63,68,47,35,30,41,55,23,42,5,61,8,20,83,74,6,30,36,50,12,84,14,67,44,74,90,8,29,67,27,4,49,50,83,33,7,48,45,98,60,26,30,11,82,27,58,47,78,18,75,8,38,89,95,25,83,88,4,54,41,24
68,47,37,38,85,55,21,37,33,28,82,22,14,68,3,98,54,22,33,28,65,31,36,49,92,53,35,83,27,44,84,24,0,48,53,61,3,55,88,1,57,54,30,74,30,24,88,73,26,6,38,21,33,29,2,75,88,59,93,57,76,47,50,57,70,15,15,37,3,58,70,10,64,49,12,79,60,5,16,47,37,48,7,30,4,44,7,8,16,26,91,53,10,4,27,83,18,49,94,9
95,57,74,17,14,10,86,19,71,57,22,50,15,85,51,16,5,82,84,93,40,35,50,31,79,10,68,24,24,2,66,18,6,8,32,36,62,21,36,98,57,97,47,60,51,56,31,9,21,30,54,40,24,94,40,45,63,7,93,15,90,52,25,72,8,97,36,96,90,33,78,70,83,4,49,20,31,29,44,90,71,24,32,9,20,87,78,53,79,72,8,66,38,33,66,80,71,78,76,77
88,80,95,40,34,60,13,49,48,35,99,47,69,35,34,71,38,46,92,83,88,98,84,99,93,66,70,98,59,69,46,60,99,36,95,58,35,52,91,0,87,88,97,9,45,30,18,22,67,41,69,77,17,26,70,59,95,10,91,2,9,44,67,65,69,31,71,73,82,91,15,43,86,87,12,23,54,68,18,86,25,27,27,18,98,25,31,99,42,47,2,61,26,12,10,59,53,33,66,34
38,94,93,34,19,32,68,74,29,34,74,95,87,77,11,54,96,70,75,56,41,83,5,79,59,74,30,22,86,7,42,36,38,22,65,99,78,34,81,17,14,72,36,47,35,11,3,3,62,83,18,34,19,48,83,84,52,68,57,98,28,10,9,89,99,14,36,0,60,18,77,22,96,15,62,17,70,13,12,21,92,51,72,21,86,38,28,12,96,40,34,60,15,64,73,37,48,87,26,55
45,51,28,23,1,41,59,33,30,39,39,54,19,20,3,30,75,8,35,10,13,43,21,29,0,23,13,93,97,21,98,13,99,17,37,77,7,1,54,35,30,29,59,46,91,55,58,10,41,79,31,96,30,33,81,58,42,44,90,38,10,79,69,15,2,54,3,78,10,39,13,48,21,97,9,7,75,26,5,23,65,39,45,94,79,8,71,0,26,16,38,0,50,2,18,49,51,5,86,56
47,67,15,84,73,11,89,62,18,99,92,80,32,52,12,37,39,34,31,41,93,37,62,20,73,85,72,7,23,5,22,43,88,80,5,99,9,39,17,78,68,89,56,90,21,17,49,86,78,67,69,22,9,3,22,67,11,99,18,58,87,48,1,11,73,59,89,62,39,45,55,29,6,27,9,68,76,85,75,44,86,64,36,25,24,81,11,67,7,21,35,16,2,45,34,42,22,96,17,11
58,50,63,76,44,91,44,93,87,46,94,39,86,17,17,39,68,12,0,1,65,47,70,5,7,95,19,5,69,60,80,61,7,44,5,36,21,86,85,33,45,5,9,27,86,46,45,62,44,45,99,45,18,96,31,20,98,46,1,22,27,12,52,64,25,35,9,13,3,34,59,79,85,77,20,43,44,66,8,33,35,66,67,76,3,91,73,43,65,76,2,15,6,0,98,38,30,7,80,36
29,34,36,45,19,3,84,18,5,80,77,20,42,32,30,22,92,70,55,37,23,17,88,94,51,0,90,6,58,34,4,68,97,67,74,85,57,75,76,22,13,82,9,77,65,66,22,33,0,37,3,81,24,37,23,3,1,36,0,98,46,15,34,20,35,62,24,18,31,19,28,71,60,67,2,30,84,2,89,76,33,30,79,35,36,29,48,78,88,13,65,14,73,74,58,3,3,62,65,30
76,12,3,8,99,57,82,95,15,21,40,26,23,86,35,94,79,20,55,27,63,60,42,16,96,52,82,38,60,97,95,92,24,16,74,10,12,90,34,83,73,67,13,18,11,99,62,17,80,23,24,32,34,5,97,35,87,38,76,4,66,13,40,53,53,17,23,5,58,53,22,85,43,99,32,36,8,56,34,67,4,83,55,9,94,30,83,88,93,32,69,98,24,37,74,37,57,80,38,91
74,86,94,57,81,75,60,29,58,47,29,48,37,21,81,5,17,69,11,24,80,9,3,26,24,12,97,73,98,23,50,73,34,60,61,0,39,40,6,25,43,87,92,84,42,5,98,79,77,83,76,91,5,72,10,24,40,66,89,63,50,60,7,0,15,13,53,45,69,50,57,68,13,94,56,67,35,35,12,67,19,57,63,68,75,46,32,50,38,13,52,77,90,16,89,62,29,77,33,22
68,55,16,31,3,27,94,97,15,84,31,55,48,76,39,21,83,19,5,61,4,75,47,26,63,53,97,73,10,81,1,49,55,22,21,98,72,79,90,12,90,70,33,88,10,73,73,82,20,71,52,67,42,6,71,74,90,41,14,66,33,31,33,90,25,64,30,14,4,43,5,29,57,41,57,47,24,0,67,39,88,97,16,28,3,80,88,67,6,87,80,24,22,30,37,43,77,5,65,8
10,71,47,54,50,70,66,64,36,85,12,72,35,19,39,77,20,23,48,75,80,2,69,50,48,21,20,35,85,33,94,56,11,21,34,59,26,26,70,28,68,20,71,47,82,20,70,65,55,81,23,34,36,65,11,64,22,40,79,87,22,57,19,35,24,6,53,82,95,9,79,43,53,76,18,3,30,50,93,61,39,88,34,73,62,7,68,83,6,52,32,61,52,23,10,5,12,57,70,64
51,22,46,28,64,17,58,24,30,88,48,92,24,42,91,78,21,41,15,84,5,45,47,94,98,85,97,50,94,50,44,76,26,58,8,69,58,72,66,96,31,22,64,33,13,24,72,15,26,41,62,78,72,29,35,96,76,63,28,32,50,0,72,18,89,36,1,47,57,74,93,0,44,48,61,89,15,81,52,99,13,75,82,59,82,51,19,55,37,47,0,96,25,69,27,82,42,87,33,69
17,84,78,50,63,0,41,19,42,54,2,55,0,24,74,0,56,48,38,80,62,92,51,98,6,78,94,93,76,68,99,4,93,77,42,84,55,5,53,80,7,55,25,14,14,78,35,22,27,83,2,84,39,89,69,75,34,37,14,70,32,17,8,56,94,22,65,33,37,71,21,52,1,28,17,24,52,0,19,77,92,10,43,76,83,64,18,88,12,10,47,11,41,63,29,64,25,2,69,84
90,15,91,43,42,30,45,55,34,67,57,77,42,41,69,9,23,58,71,29,73,87,51,97,71,57,93,44,37,45,40,89,87,68,85,57,74,81,47,97,53,79,28,51,85,22,11,13,4,5,37,72,47,91,80,19,64,83,70,22,72,76,86,87,89,70,99,2,92,6,99,3,81,44,6,50,76,37,36,68,60,25,89,16,30,82,71,19,20,8,83,63,18,8,61,79,80,70,97,96
64,16,24,55,97,30,99,86,99,17,29,90,42,37,76,31,13,41,3,48,2,10,73,80,74,59,8,31,46,32,16,78,98,95,92,16,26,44,46,19,68,98,13,51,77,36,32,54,18,36,91,25,96,43,2,56,14,72,72,26,88,36,76,24,0,47,33,73,10,3,45,89,16,30,59,15,23,23,3,64,87,10,36,90,29,63,63,58,1,45,18,25,74,35,2,28,67,40,56,65
82,29,4,32,50,47,33,78,11,64,17,35,35,81,69,47,50,47,45,35,67,75,71,49,31,59,97,18,98,28,51,54,99,11,16,88,0,52,85,1,91,49,53,91,48,99,56,21,12,32,26,14,18,20,89,65,27,22,54,73,95,95,56,24,14,16,40,41,89,34,18,11,57,94,73,45,67,85,31,56,72,93,19,17,61,79,78,88,14,44,58,27,94,17,39,48,81,86,6,32
70,91,36,14,73,69,90,63,68,88,53,8,14,44,84,5,5,9,43,68,26,93,29,36,75,50,93,93,35,83,38,57,9,80,32,84,19,43,92,0,70,24,11,19,58,33,48,16,96,48,26,15,88,0,63,14,6,48,75,78,11,7,21,3,48,38,38,85,85,21,79,59,53,4,61,56,18,15,14,52,79,41,90,84,56,11,54,79,58,0,28,13,54,84,80,16,82,80,31,47
27,17,64,48,29,7,29,70,19,51,50,12,60,55,84,79,61,85,41,94,99,94,9,55,67,13,39,2,92,98,5,45,37,83,82,73,8,60,79,4,94,20,21,63,5,22,63,86,2,85,56,37,48,3,33,10,75,14,11,84,88,45,81,8,65,70,86,88,45,94,54,53,22,94,69,0,74,25,9,66,94,16,21,34,70,88,8,75,60,83,32,42,28,41,97,94,13,44,72,18
10,87,46,47,23,96,25,3,73,45,52,65,23,3,34,15,44,23,22,7,74,53,95,98,70,7,14,12,80,63,69,80,8,99,33,27,31,49,21,2,20,11,7,57,38,71,33,57,11,29,71,8,51,44,34,55,21,54,89,9,21,4,38,90,32,71,71,49,36,72,15,54,98,34,48,73,89,9,13,35,17,97,44,69,1,7,50,49,34,79,40,87,94,8,24,50,80,67,36,50
59,53,71,84,10,98,3,56,28,35,74,76,19,9,69,90,18,52,87,56,5,65,23,82,85,49,30,96,38,80,47,38,36,22,70,65,45,74,97,11,58,88,10,97,93,91,86,49,33,91,26,59,36,41,31,94,62,64,66,46,8,82,74,24,45,82,89,67,92,51,6,75,55,29,91,67,21,26,46,47,30,61,67,0,18,38,85,29,85,97,33,85,60,48,9,40,82,15,91,35
2,58,11,26,67,61,51,99,59,3,60,24,11,95,50,55,94,86,43,38,7,31,66,86,53,55,26,77,91,28,82,32,73,71,82,14,15,61,82,99,65,66,41,57,61,9,6,22,11,11,82,5,33,15,49,13,75,64,29,99,32,21,44,85,44,91,98,82,42,90,59,10,36,55,87,15,40,99,48,63,99,95,62,70,73,75,31,96,99,88,8,1,77,31,28,72,60,18,77,87
74,72,13,16,6,14,65,6,20,18,92,65,19,30,2,5,40,35,33,66,21,50,60,21,40,87,26,73,87,48,16,76,78,29,43,67,47,68,60,20,62,83,31,16,65,89,5,35,5,65,66,87,14,92,35,64,51,88,53,13,64,55,86,96,8,54,15,0,94,61,13,99,74,94,59,81,77,43,55,60,12,93,80,5,92,51,83,5,62,81,21,24,68,97,64,66,13,95,65,25
